Riot Games Name,Riot Games Tag Line,Summoner Level,Summoner Id,Summoner Name,Summoner Points,Summoner Rank,Summoner Wins,Summoner Losses,Is Veteran?,Is Inactive?,Is Fresh Blood?,Is Hot Streak?,Summoner Tier
hoangstm1999,stmtv,256,0CeEjCpU9rO2nzL-KIMxi1FPW80AH3RxQ1pE8HyDB9minn-nutgbxXzI9g,tempqcwxisxlhpnn,1120,I,200,130,True,False,False,False,Challenger
YYGYOUNG,6072,50,VqURlkBj_wi-jJouyCE7QBpghDleginUJgfuc9GLEHUXrC4OxExE5gZdww,GõD FµNªM,530,I,111,75,False,False,True,False,Challenger
Ngữ Yên,0306,440,9Zmyjz7BPWxNcOcOWIDunatfjk-SQ97_JGjFJMEcwDpp7_PCg39VYr9rsg,Ngữ Yên,730,I,169,130,True,False,False,False,Challenger
Đầy Royal,Kingz,124,JhDEJUwmKwapC97SGIaE1Y2y0yK7oV7Qm8PVsPvtujSS8jUT9xqsr3D8wA,Đ iiiiiii Đi,689,I,128,79,False,False,True,False,Challenger
yunmaybe,6262,383,dUiv0NlOAXfB15FUgHpmpWrWQjgePgFSWMTR-8WMaYfw9HIdp1AT3vYMfQ,VIE maybe1,1048,I,117,66,False,False,False,False,Challenger
Cương Đang Suy,9779,82,QP6wdstmK_V3qq4Ey22Vc-bRWZHXY90Q811n33heAV3s2dZTZqmivpKPBg,Cương Đang Suy,944,I,236,176,True,False,False,False,Challenger
蓝天帝,llaih,465,CZtC0rlWYXy2ry557mgUucpqzD_k5vcFnRMhOE9mXmbqdQX8hWJsLcyfhg,Llaih,646,I,126,87,False,False,True,False,Challenger
toneri,htt,612,Fu0S2npadyug-_dfiIHZUsMmZYactQRppWSiQWaTNfXmgiQ5xYsNB8qrzQ,GAM toneri,540,I,167,148,False,False,True,False,Challenger
lemonss,tft,688,CsTxXez3bUbCJ1gIeny5B4VEYQmbYsWzqF6aKT0bLwfNRTP0t4fbZuz33A,GGx Lemonss,594,I,229,186,False,False,True,True,Challenger
cbbo,1005,639,wnwfvRRs1f0idN9zU9S3_A_-q_AsKIDy-BOdnSS70aR7V7IW8dASXiPeVQ,Bo ReDiff,554,I,163,109,False,False,True,False,Challenger
MrPe0,16Tee,446,eFcOHgbFA_YBcyBeHz8G4pFKoHCjGnGia3sVo-Lvhn4XAbtdWpzQY-ZCBA,MrPe0,548,I,203,179,False,False,True,False,Challenger
Huo Linger,msh,189,Iv4iABjX0Oi7KW59LDwvjMfNVDzP5YrhuarbUuQllSKTvT4YHRFKzVLkoA,Huo Linger,574,I,170,126,False,False,False,False,Challenger
oach xa lach vkl,9126,351,oVRPP9KBIjilXIlbP0R8O2QtJs9VEF4ksfJhNPSy4l10Q79xKnlvG28NIw,rau dua thoi xD,551,I,75,41,False,False,True,True,Challenger
OMG Hưngđepzai,12345,645,Gi43IgADCnyE-OatRKPV_DEFFDqUgfUkczs4GGAY7rS9fkqjD8HzPNeAQg,OMG Hưng đẹp zai,841,I,188,135,False,False,True,False,Challenger
Hít Được 1Hand,VN2,526,vl6SPQY86GTWVTiprC2pGDtW30pbKZtj7V9_9luwE0sMVFGhiuOI8putKw,Hít Được 1Hand,575,I,109,63,False,False,False,False,Challenger
ramen tuesday,001,503,uAqBUSBCdgqz4Fv5_dIiEYwsZYc2YuM4zWjXR9nIwL9CpiCyeUUbUmXJcw,XIN LỖI BÁC THÌA,1806,I,171,86,True,False,False,True,Challenger
hảd,4701,479,9PK80v6uMKFfloBDK4WDejOwtzm-NFGMkwtMEFEHTD_uUvFIaFi8lNlt0A,hảd,816,I,240,191,False,False,False,False,Challenger
FTF Tèo,2001,40,T9gtcigkr4KUNl0NPmfpsiG61ITt5Wk08or7oSNQJ1ElfFdyxOJE-g_U9Q,FTF Tèo,579,I,280,248,False,False,True,True,Challenger
Setsuko,3983,13,vb92MXP6tZJ85-FmYv7_FQNDfuM1rX5kqSokAcIMV2AergzBafHgXZClmA,Setsuko,963,I,288,232,True,False,False,False,Challenger
hongduc2,2000,10,Vwc53zOmIjwKXXDuVVHDDM3E_IBnbPNYJBIEagJDqo-ClzNosmgLAqrC_g,Kkura1,1071,I,103,48,False,False,False,False,Challenger
Thắng Cận,VN2,423,DGy5XXZQ8GASHJqeLbvP_wciQTroZfdf1JJmN8tqP3iruRcWnyc1Mr7ovw,Thắng Cận,570,I,159,129,False,False,False,True,Challenger
289 Gaming,VN2,324,7o2uUqIcotFCuqFw4NL3MTQtdTzpm9f-EInqCM7PMeen0rA1Uu7h1iNlGg,289 Gaming,525,I,350,281,True,False,False,False,Challenger
Twinkling Whales,CVLL,14,UNQjNrHUQPlkBOvUq0HxcQUVrmOdHUTA27_flQFXCCt1c8zYQfYZo75edQ,Twinkling Whales,722,I,170,146,False,False,False,False,Challenger
p1va,0610,425,QXYjVudVpcKORUGF_F7fdQYTnH-wHNG9BrrEQgEuGvBz8KrDxcekddfWFQ,p1va,1594,I,111,46,False,False,False,True,Challenger
d D NeKi D d,VN2,1,KorpAzKf1YE6XTkAD-RJlaZXcP7867L9qMj6VBqI72EFCu9i71kOEuptiw,d D NeKi D d,954,I,223,129,True,False,False,False,Challenger
November Rain,1011,515,S9wGZ-OcjlBZA3zp12GSOYfu73yIbvFHuhBwdTzvrOw2tzBV5C6__fnbwA,Onodera Tori,598,I,103,68,False,False,False,False,Challenger
Nút D Mạ Zàng,VN2,353,OwVLdN4wMBbzyJdhbLGLUHfeJH8eKjg1Cb2XC1-Mv2p78d5efVMyxIKF5A,Nút D Mạ Zàng,561,I,165,137,False,False,True,False,Challenger
tempnwkzhdrjhjvt,VN2,546,_f4fADqKDlqcCrmZLvb6_EnzkKxBueN9PuF5dn6cKF97geWQReuDRxgbfA,tempnwkzhdrjhjvt,624,I,203,149,False,False,True,False,Challenger
em phong,VN2,118,t4U-eB1dsDs4UVfQ-Z7sKJqVmVwXSJgczJHziN53mLjAZkjhhx6bt6BEgA,em phong,567,I,236,203,False,False,True,False,Challenger
hwng,00000,1,0d8OEIipdwYtwYKr5Msf2Br_D8wuJbZ2_tCXScaEYBgNWKj_7ZHtMfIhmQ,me from nowhere,837,I,140,92,False,False,False,True,Challenger
ZolHa,VN2,570,BO5N_4tV8bJeQezvksEaihj-zsOlb4P2ChwRLBrwm4Km1zMy0MKH_E2KHA,ZolHa TFT,559,I,126,80,False,False,False,False,Challenger
Pucca,htv,553,bZ7jRkHWcN9vq_QhTLh5EfrWyApTsoVh9hanHsrM5ddY59nIcoOeQJluGA,Pucca,602,I,142,100,False,False,True,False,Challenger
KND k1an,2606,22,Mg5siW5kfw8FjimIBlItUFW86_1kh6d13tZQ6KmaM5VlvMeSDaLzqiLaow,KND k1an,604,I,153,106,False,False,False,False,Challenger
Dyyyy,0611,396,4LjnXk4husmFqFwUuyaEIAfVAHtVYu0JNNrGOgOx6eQETVmxvqLAhsgmgg,yehhshuhua,526,I,133,106,False,False,False,False,Challenger
B ơ,9999,91,ArgPT0mUKxTE5Orj3uxE_NvkKWBAqmbQraHwgoT-WXnC_RpSX7qjoEVNCw,hondaconoi,697,I,176,146,False,False,True,False,Challenger
Asta1,0497,921,VprbsS43iUZgMgxPxFNfhX1NMZGevJN5QeF9y8tXcFT7I-dzWJd2OxnSEg,1atsA,1152,I,144,71,True,False,False,False,Challenger
SVM LâmLouis,1107,246,Z0h031W7jtldHqpc5hwZB9uALYAojoCQnmxtfDYChoK8F68lggiJL6JiBg,SVM LâmLouis,1006,I,180,144,True,False,False,False,Challenger
Gõ Đầu Được Zn,getup,56,aCqqgsNZBGEWOItZgccs_el5v-wB0YWos8jYEEx-ywfH0jUWZZIJo8Xo-Q,TiênTiênnènhaaaa,681,I,105,57,False,False,True,True,Challenger
TTH299,1994,165,GanGiPyClgdIwDl_50mDJKsETdsuzsgHX9L1tXB7YHpYuTVPSr-xV2T3gw,FiretrUCKALL,989,I,174,130,False,False,True,False,Challenger
GD Shaw1,2110,217,UVd4PQoDqIOvHqd82C94vE19wLiUKiCQaSFEDCgYMTAmdlgtAu98p5lbXg,GD Shaw1,1446,I,253,175,True,False,False,True,Challenger
daisyrealmango,daisy,435,kmfXvdkQ85mwfcLIhG3vwrZOxydbxHLlzRyGjLXPDNfYKkvB7-cUlLaZ2Q,DaisyAhihi,519,I,99,59,False,False,True,False,Challenger
NG Poo,2307,117,pSWEDj_bdcHh-8Q3HwMOa2Hn8aH4dVB7xDhhc_FH5VvlYnpAsmfx6vc5Sw,NG Poo,920,I,244,202,False,False,True,True,Challenger
Vaus,23032,54,-DzAkx-4OyxNIpRC5dTbN5Ai1mUnA1zUzJtVIdoooU1QrIKhzUcRD1ckHA,Vaus,651,I,158,125,False,False,True,True,Challenger
SVM Kim,2503,91,9MPGVJ0Pa1x3TThDiu680l9Oz2RIbv_TIlT_QEd-kHCDqUl_3NXDebqdxg,Mot Cay Cung,720,I,129,95,False,False,True,False,Challenger
Dante,11TFT,407,pCyqqb8i7s5tgsCuX3xfm4ajjFU-gcuPkJDIIAch0AgTP1H5N9KZmo6RsA,Just Dante,712,I,208,155,False,False,False,False,Challenger
Cảm Xúc Xa Dần,VN2,335,u0oA_cu3SqnLiHZ9Fbp8u-PXohPzyYpNCpqCSsWRM5pf8czgGojyXYrUxQ,Cảm Xúc Xa Dần,515,I,275,232,False,False,True,False,Challenger
severthaidinh,5132,11,EMW_CDqTZUmqZ1TWmDMuwimj8vOZpsI4-KwV7hIDkJjOau9KcCm2ArzKfA,severthaidinh,970,I,268,210,True,False,False,False,Challenger
Nam Thành,9797,232,cdvCbtwrHOzso_qk2tMe_SyD78uRA-q7qdcuL23rF_R1UkLMwOfTneHFzg,tD Nam Thành,514,I,158,140,False,False,True,False,Challenger
Xayah Thiên Thần,Xayah,170,Dm5bQk5M9YwpXUe_6BtaaFQEDm0WLj7KwPRI4GQgLZjUpMo8m5zQz0NU8g,Xayah Thiên Thần,524,I,122,81,False,False,True,False,Challenger
Zaiwayyy,1996,63,fyXhTbWjcnwQGRwJ_qxXE2OtZaNjWH8_x2V8fSFObIJ0KBfmhmqL64-67A,Phá Thùng Hộ Bố,535,I,229,171,False,False,True,True,Challenger
Đi Mid Bu Win,VN2,164,Fnu5tyzE0AKsr4CFnWvojBJmqowsOsazlFZY7W8RUznHHOFrTQsWrZQ9Ew,Đi Mid Bu Win,592,I,100,65,False,False,True,False,Challenger
give you my love,hieu,478,DTYhOyTA_J7nVG0AP7M-4LdqrRkl7Sf8ml2opZJzlvJ3g5zFHmAcpFjHgA,Give You My Love,526,I,131,107,False,False,True,False,Challenger
Dịch Vụ Mai Tág,2111,437,RN0J9HFGni62jSQiZYKu7X4NwMIfZ2O_Qrir8Ky_tJYKrk3X2mbfBXdb7A,Dịch Vụ Mai Tág,538,I,225,194,False,False,True,False,Challenger
Độc Cô Cầu Bạy,VN2,524,OugZY073WITyeFLa_KmCCa5RhaMU7aF2j8bTKmflYvd1_f1n8Kq-wjCUnw,Độc Cô Cầu Bạy,640,I,194,168,True,False,False,False,Challenger
Never Give Up,1301,223,mNzYsKeZyjVpS91FRhEWa-8CUa3rPlCJXyM6nYvvABeFf-BfNdxStyZzdw,Never Give Ups,542,I,134,106,False,False,True,False,Challenger
HighRoll,1811,102,_lokGEXOHqZc59tepcqwd6fXoNBJZAdHBT6i4Smgw6bp9SslnALXWbzGgA,DB HighRoII,574,I,182,148,False,False,True,True,Challenger
cong an danh dan,nbbbb,42,Q8oPuA603jP-QMSPfS2O2rcUlUT0EXmQdwz0vtuu4meIpcBZ2qT1bywUpQ,nhnb,564,I,184,146,False,False,True,False,Challenger
Betterme,0411,64,_ocRKip2Sko7wMbD0Dk7NywUfk8I12i6wgmiOAXh71jWjS2UZ6CkMD0Gag,Citsilaedi,939,I,155,118,False,False,True,True,Challenger
Vuong AKWUY,Gay,2,sViUVX9vjlpfE4OvlOXWlTtZIJCGtiNf09541zdQ_e5njVwKEI6z5C2w-Q,Vuong Vui Vex,521,I,204,172,False,False,True,False,Challenger
yêu 10 em 1 lúc,1004,161,iJetZ-KK6TqWlhWp8ccoJF3YFvnFYKyM__kTUyYFwGImdCjWpiKeXkncKg,Fanboy Rái Đơ,647,I,204,157,False,False,False,False,Challenger
Tiger1,188,175,fXaeWewz4Te0C9DiwnwvYOkdTF0VFQi3Jds4c76IQw-4h0ss5qupFMeyyQ,y Tiger1,1140,I,207,134,True,False,False,False,Challenger
NYVK,1997,2,jExk9YCdDWN_v7f54ciZLddU1HbsTSc4GeahSuC72h3_L4m4fhOsAYO37Q,nyvk,567,I,208,170,False,False,True,False,Challenger
吻 吻,Kiss,228,ySOUNqLBmiJAs2dTwJhBap617ofXBFfiRllO_IOiQtK2FsScyRuHU5I_NA,INF Kiss Kiss,812,I,145,116,False,False,True,False,Challenger
wgwgwabtwkg,1496,237,cehgTouFMBwAMFjcJy7gq8jKwExWdOZVjX2kFX4mGMD6F3q5eD2BVqajkA,BORNG,807,I,166,121,False,False,True,False,Challenger
em thành ác gủy,choke,63,9t-xmRNQdPNqHl-varnAPuYKQV4oRWFA1-cJ9rywSWNCM0c28xxvdNZq3g,em thành ác gủy,538,I,185,150,False,False,True,False,Challenger
Phụng Hoàng Nho,Kphap,625,ujvEXtsPYe8OhMXRMdk0U9o3bdbL8xoHCBCcvlYEU-UtEzP2yUWm15CUMg,Phụng Hoàng Nho,569,I,216,185,False,False,True,False,Challenger
12664,9207,436,uQeMgghUutaG-FI4fIeOsKSN-gLpCnFz1aRupK40cSHGBYxfdFGqwHbZpQ,Kẻ Hết Thời 04,540,I,165,125,False,False,True,True,Challenger
Purple Kuzh,VN2,224,xcMfQyE0KK7--l1_7bGoROliN41PMuf7TcuyCfwJfKN1vJ11hAW2YNnbxA,Purple Kuzh,611,I,112,80,False,False,True,True,Challenger
Lyy Haeryun,VN2,716,a5R6kOV2rBixiuMYKWZPSqYdb3na-nrGHCxAdByUC5Fl2EoIr9sNjWEf3A,Lyy Haeryun,533,I,155,121,False,False,True,True,Challenger
7 úp,VN6,179,NVcWjh0WEdCC_GV4DsLMME9q39K3lqpVrM_RdK1DH7HqBC8mGuiimXgc1A,7 ÚP,687,I,177,128,False,False,False,False,Challenger
BestWishForYou,3872,36,7hW9n5XljU0R9GpHB6msZNPeYkzIYhD4QAo9uSjUdUFgvMWYYr6RiYYgkQ,BestWishForYou,545,I,149,117,False,False,True,False,Challenger
tienphong,kaze7,394,_p7j74Sb7C8eKZhSdPZZAdsOzN3206Myaud-sL-D_o827Morvg3fTUC3XQ,HPN Phở Nạm,636,I,123,89,False,False,True,True,Challenger
P2W Chup xH,12822,82,ABAqC5YO-qsV4Ni6AllzT1cml_dRv2x_7QCKsET3ImchEC17zMSE5arX3g,P2W ChupDthw xH,538,I,170,130,False,False,True,False,Challenger
T1 Smeb,VN2,57,MzPoshY-YGLTzwJYDVdNpcgPnOPgTEqLO8MkYOGK_UTu4EDmNzV5KYGnOA,T1 Smeb,514,I,113,90,False,False,True,False,Challenger
NHUNG KÒI,VN2,341,trnzeP_5gBrWMtW_LtwZmuH3X_EBBT_yEFxp8ETrfzOs-PzfOdWAPzmxAg,NHUNG KÒI,575,I,165,124,False,False,True,True,Challenger
Skippy,ech,303,oym4WxZGAF9ZIPyrsbepNyPI8RSkl0jApUorpWq-hLpL6ND7cmMwneCy-Q,gnouD yêu dấu,685,I,108,65,False,False,True,True,Challenger
icyy,284,337,5ByjQ0sUsZwPOLc1z51QwwbZCZHxFmC9H0cBtvwHknumkQY4vXgpwA52iA,hainam0suy,528,I,115,92,False,False,True,False,Challenger
B o n h e u r,bon,485,s4bgR3QTD7PZyAIuM6XTbS4-W8CwG51XyGIo7iAAnYym9bQ6YBD8v5vtdg,B o n h e u r,660,I,181,145,False,False,True,False,Challenger
DuHy,26066,2,S3QafIf4OLqlheH9vDotB80wy354NqCWihKLYZ6UaW3j5vdY2ZrRY5a-0w,that la vui,608,I,105,71,False,False,False,True,Challenger
Phá Nấu Hà Béo,0711,144,Gs5EzHnSCUHM_iiFG-lCWIoedKJOcVnfHFu-2B4FtR4GNAVgECGoD2VkfA,Phá Nấu Hà Béo,608,I,136,73,False,False,False,False,Challenger
trinhnguyendldn2,VN2,1,1-7I8-Ldm453nYOCqZrOgu0Jig2eypj5ysBa8fUX5Be_2qyZIJzVa_1_6w,trinhnguyendldn2,575,I,238,173,False,False,True,False,Challenger
Đại Pro Vip Kute,VN2,496,7BtngRAitU1I-rXkYPv4krIKn3YcRfAxLOFlODklHnrDF2P2IEd8FUnPMw,Đại Pro Vip Kute,810,I,313,291,True,False,False,False,Challenger
Ty Thành,5468,142,hdeJBAHbutia0aljxn1BbRNHIxHOc_NOZaBD4AfEPJribF8bN-egWZ3lkw,Yêu Anh Ba,666,I,148,95,False,False,True,True,Challenger
M12,VN12,207,JUcavIuOFOmlnDpeJgkKTtcTwr-NLJzm8Ehwso0dRilMnm4jKi6fehz9sA,Twelve ICON,558,I,161,127,False,False,False,False,Challenger
ºThành,VN2,194,5uppu7WPsY4rmKYcFkEwqmwxfDV4yvDzEHepW5rwPRhVgiv9ra7MzU3Avw,ºThành,624,I,137,102,False,False,False,False,Challenger
Mad Đô,maddo,393,eNEAa8OLH3eu93wnDxzLsJApf6oRc3Pmw0Qa2ahxBffIjTXh5Tj8MTXLXw,Support 3Sao,514,I,145,122,False,False,True,False,Challenger
maile1,2005,356,-CVJPAYFCtBWFakeLa7XeoVrePx0JXuNiTCAKibP0LQ5g8DmSJveHexJbw,bé maii vippro1,738,I,103,70,False,False,True,False,Challenger
OP Chase,0612,499,crMTXxV7pQeG8Na4vopRYakazSAQbXhTdNGs7mZQmsb39Itbo4OckU7ULA,OP Chase,588,I,174,145,False,False,False,False,Challenger
VLB Đình Dũng 09,VN2,193,jeq5JMyUh-o9EzNeY1cALHwAyHmAcUfStl6TPWCuu4PIQVcdab1hENiQ6A,VLB Đình Dũng 09,612,I,160,139,False,False,True,False,Challenger
yeu em dai kho,p0907,179,f4TVWcKW57fDfGQyZi8pq-KIy2OxUI5WjvVpnGKukzVdTO4S14cLBivcjQ,da tung rat vui,520,I,127,75,False,False,True,True,Challenger
1 More Bullet,77777,332,XG7_3RpzGK6FfDP8AZlW1UnJX2XnHbsy9YLVullx-dUhCRpVbR5hr1fwbg,PlayerNoName133,720,I,145,112,False,False,True,False,Challenger
A N U B I S,1610,42,JysdptMsjec1JHA1oEnDCSRLzr3woGV77WOYMWeQU39GnskxPJf94bS0hA,Fanboy Hisu,524,I,114,96,False,False,False,False,Challenger
8 Tháng 10,7879,2,O3bD22vrG10WWaA5H_SO5kHtVNRM23GR588GflFGXnqbKHQbcFzfdz4u4A,vang bac da quy,550,I,148,112,False,False,True,True,Challenger
TTV OolongTime,VNM,272,a4LKEL5vEJO2vg5actyKr6uiufws4I1rh7LU58dY3_W7Ecrp7bcP_pKnzA,TwTV OolongTime,926,I,188,154,False,False,True,False,Challenger
HaoreddogxC,11599,198,6Ad-16YNQ7MRTiyIUgo2c-zgFKNh0lFn0H8b6K0Ke61VtmbVLzWOZCytpg,P2W HaoReddogxC,691,I,164,133,False,False,True,False,Challenger
ZhangFeii,1293,2,6i7gIuA2f21r-Ct4HBCj30U7nlIZBhOAiIvEAvB5LG9YOGtBo17dgXToFQ,Im ZeusOne,771,I,246,209,False,False,True,False,Challenger
Trụi nè,VN2,271,2CKGYKQGcfuVudcEWLE5oIBFB1IDBKmIb3AB4xp8P_qWtKv4OP9T3tfUwQ,Trụi nè,542,I,175,153,False,False,True,True,Challenger
Chamberchoico,TFT,2,YHEaoqw_XBrlRkWN3RgeCv9iUbCHlWcFVwkO1KsWecm1TPpeTuwsmrXuHg,Chamberchoico,833,I,158,108,True,False,False,True,Challenger
FS Bánh Xíu Páo,onehl,231,Sh7ljCTuyP_QRBnVndTtxNl7mKbPZiKhd1VZMUbYEzgiDzQXsgL2o8qFEg,FS Bánh Xíu Páo,1099,I,184,110,True,False,False,False,Challenger
CaIImeGe0,Namle,1,7YFVqHuBKw4HxzGNjcbCGlz9TQ4O7S9A8whcTTkLDS9gBX2IlhdmjDIVFQ,CallmeGeo,684,I,179,143,False,False,True,False,Challenger
nghiaso2kaiso1,88888,171,KwRZ2EoGM5VpnIJcggg3ssLrX_3rNOA5p4Yv74EwO03I_z1V7AFAsXGe4w,nghiaso2kaiso1,567,I,111,74,False,False,True,False,Challenger
Demon,otis,16,MvV86ZohmZen1GsirhZPkWpBVTG5S9vML-Zo03Ahdq-GY0duddSUhu5Y0w,Đat Otis,728,I,109,65,False,False,True,False,Challenger
Yami,SF0,577,YY6nbty-azw32hc60qEumhJfs6Rh0W9U42H5-kH9QJjP5twk6juOIlHj5w,Xie Ran,646,I,100,66,False,False,True,False,Challenger
Tuyetxinhgai,24421,398,nZul_kR0zdkABeaFuK6WSDA_Gz1VATM8Wt8UHRZlVTSPAlfprGeLUfy0tA,Tuyetxinh,519,I,134,109,False,False,True,False,Challenger
July Ngoo,6796,67,kk8GuJHvArj3HEZgq7b5TtlhZ3-IiIwGFKhI-39arKQA_M8miCLD03MCYg,July ngoo,531,I,140,99,False,False,True,False,Challenger
tui quá già rùi ,VN2,581,tk1Gtf7ixijFTpNzn6Kd8QXPMaI7TBOqVxqQ0S4M7YeAu1C7zoRD4ybODQ,tui quá già rùi,532,I,195,153,False,False,True,True,Challenger
CGC,1989,396,y7zbKTPGiIIwYjswgpjNiwRGnrLiYmk7_oRE4NummZP9rwqddF6U59QM8Q,C G C 8 9,584,I,153,105,False,False,True,False,Challenger
Arizona K,2607,266,beWcu19ucrqr9MVzw30qNDG5ombhG1IzfQvC5asafrC7qpRr8EOjiA2How,Arizona K,587,I,148,111,False,False,True,False,Challenger
headache,1903,5,CgHpof9NSCtTiOFlf-9ue8-cdgo6vVkpyh_HcgIeNUGweExVLTAchIW_WA,nhieem,602,I,249,210,False,False,True,False,Challenger
ggwen,denvl,349,Qp6vsVcYZ7xejiNRMMcGjy7VO-4w8y5eW_O-VCNf1aOjVeOeqdhK-J7Waw,ggwen272003,538,I,192,133,False,False,False,False,Challenger
stillness,0910,324,rbT8Kz6XHCcUvyr6P4aG1jR9YsR5OxgjdKWppiV1NOQrMrzv051YAbU4Kg,1k7 doi ten,1424,I,204,137,True,False,False,True,Challenger
MùaThu Đó A có E,Huydz,493,sa4WSd30ce-3NGhVXuUrs2NeaZoIP5KUJLxQepNFf5iYco_lqEXYrrW-kA,MùaThu Đó A có E,544,I,205,170,False,False,True,True,Challenger
Cườngggg,782,229,Hn8dnaU_fGnx4Tou81_qTXriZ62_TpEP_Kc-BcXEYtsgntrHBdpGxTKVuw,Cường782,699,I,134,104,False,False,True,False,Challenger
Sibalamaa,999,282,zkgZVZIVXOjX3CHRgn0GmJXXEdO0DZ6TcH_stXYZFyrWXAIHtGDbimU7gg,Tarmazijing99,528,I,204,170,False,False,True,False,Challenger
Boring Man,2601,232,dAIvET0nF8632qT4_nP5Xm-oDqHptiw15UT5hsnpak_MnJ0TuPRzctBhnA,Better Day,239,I,125,87,False,False,True,True,Grandmaster
mazi oki doki,hehe,573,w3sI1etPDDSBX6NTyuAgcrfqaEZNZ3npE5zOkIsSynGhf2NpqrpKrkctuQ,mazi oki doki,318,I,123,80,False,False,True,False,Grandmaster
Perfect x Avitas,420,158,hFcPkG_C_T6vCllqQFPm_dPCCaROsj3XoVBLgeNN-9v78U0CXd0X5wwIMw,No Choice,237,I,204,162,False,False,True,False,Grandmaster
painw,CANVU,545,61fI7L8I4hxliX_O1TKXwdMY2ME-ErAmKx7lCSZhCW0xMa1IFqa5e5qaDw,xl vi qua iu,405,I,184,178,False,False,True,True,Grandmaster
lose den chet,hung,26,wDFURU4rwYGmH6a1XlFDXiDvyebGVNqUPsm1jHsc9uax3lQFjSbnLFXm6A,lose den chet,236,I,226,204,False,False,True,False,Grandmaster
01071998,19298,551,ILoT8F2pbJl_aQof0VwHpqV55Juq_4m5-IC4L-16usUms75jC1q9cABGKQ,Ly Chelsea,474,I,263,230,False,False,True,True,Grandmaster
NAĐứcTrần,2504,309,xGy3cmSHG9X3HQxEV-o49cAPQV0fSqBcwYhDh6LCeoO1zUWb53Vyn-10Yw,Lặng Nhìn 254,313,I,133,98,False,False,True,False,Grandmaster
Hủy Diệt Nụ Cười,VN12,518,4zBdNr_qTGPNXn3UYSMDhRXCkCOagzyfbS3xZEPLcTp58JyD27oInMjaqg,Nụ Cười Xuân,501,I,122,92,False,False,True,False,Grandmaster
小国王,0801,65,r7J7kGMMRA-sAc3TDq5dSxszWAEy1T9jQhddBoZeYGFAHVyQhkoSM6HYqQ,VN GiGiCiPi,362,I,253,217,False,False,True,True,Grandmaster
Hầm ngon vãi ò ò,VN2,232,p2t-7c2VGD-Kf_c_hMWb8Ge7MK8JEZI5jwO4EHJBhiEMZSJSG77hlhnd5w,Hầm ngon vãi ò ò,349,I,159,125,False,False,True,False,Grandmaster
KiếmTôiĐâuRồi111,4950,67,M5-xEk7a5-ye6oMfbc9clFKRi5xmg72vEywqEWV7ZJJwErSuVBuZ9KfKCg,Tôi Có Kiểm,296,I,199,171,False,False,True,False,Grandmaster
Bellowz,BLWZ,297,ihVNFf7cJWQaILBbn7TX66INEiyK9YV6_pYQD7WbUk_Zno7sRmw0D8JjqA,Cờ Quạt Hư Người,318,I,126,86,False,False,True,False,Grandmaster
FinFin141,mx98,158,We_5O7c7dXyLVeoq7Cb5U3Obb72A0asMlvas1HtnjfBv5-lDjx_RnZoUVw,FinFin141,303,I,248,220,False,False,True,False,Grandmaster
TonYKL,3108,165,MZP-H-XmTLya4lw3GGFaDNXrHaElZj5HToIqkTge71kUf238d4Sg0Gsaew,TonYKL,361,I,130,104,False,False,False,False,Grandmaster
Biết anh Linh ko,1999,122,ArNQrKuETicAKYwR5O0G-GL9HUS_4Eq4vzZAuPHShRRTNOinD4wQXtyuxQ,GiỡnGiỡn cũg Win,243,I,115,84,False,False,True,False,Grandmaster
Zenn TCH,217,415,17FhBZgo3HBL88IPOhWhNdiCuvqJnUgPnQ2DXE31CP1THq5if7iYZfZVLg,Kry CH Trương,233,I,154,128,False,False,True,False,Grandmaster
thebreaker,00037,393,pN8MovsxXB7ajwTAGhO2Nw1kP6ow99V-Eq7wO8CD-wVRme2q-5z5xNoruQ,The Breaker,263,I,81,56,False,False,True,False,Grandmaster
L E E J U N N,VN145,256,_bXz9fGhomHCopr_tDrm40LdrnMkduARuvAqhjoI2-8u3VqudlJWyhbpDQ,L E E   J U N N,300,I,115,97,False,False,True,True,Grandmaster
VN Ninh TFT,1998,264,pFsOS6ooTTGV5eDpYo7ZiKd7l4sqi-whLJYv-Rr29vo-Cq2KHAQcuNVPfQ,VN Ninh TFT,445,I,134,106,False,False,True,True,Grandmaster
Duy20centimet,9062,135,s_BDfL5w2X463NCHREPbSfzAEIJNpg44ln0mhQawEIOFZaDyN-YHtxCHnA,Duy20centimet,410,I,255,221,True,False,False,False,Grandmaster
Em Thành Xóm 2,4274,491,O-VqNMLiq7LPlF_bsD6Iwlvp6gfIc1asiMIbH3RZ_gEdunZp_hSoLC9jdQ,Em Thành Xóm 2,261,I,101,59,False,False,False,False,Grandmaster
Tran Tan Tan,167,325,NmcFGDM3f1_doKAFJHyacaep6sVG82enYQQSgJE-1KOYMiyzm66p_joyzg,Trần Tấn Tân,388,I,156,126,False,False,False,True,Grandmaster
Tempered Fate,Bis,672,HuG0KwGKznHDPugoIBK7i0GQzS6aNCwoI9j1PpiHz1j-tNAS_ET9nWvhkQ,Tempered Fate,246,I,171,143,False,False,True,False,Grandmaster
HadesS,2409,91,GFYrNSmScCuXsc9bM_JRfdacMfCq9jXerizjCGYt_QD2NE_dexEvEVK4wQ,LãoGià MậuDần,508,I,269,243,False,False,True,False,Grandmaster
